ID,YearBirth,Education,MaritalStatus, Income ,KidHome,TeenHome,CustomerEnroll,DaysLastPurchase,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
1000,1961,Master,Together,74881,1,1,3/8/2013,48,505.00,72.00,270.00,36.00,27.00,54.00,4,9,2,12,5,0,0,0,0,0,0,0,Spain
697,1969,Graduation,Together,74918,0,0,3/12/2013,78,972.00,59.00,913.00,25.00,19.00,59.00,1,5,9,6,3,0,0,1,0,0,0,0,Spain
5331,1977,Graduation,Married,74985,0,0,9/11/2012,8,587.00,51.00,898.00,247.00,0.00,86.00,1,3,6,7,2,0,0,0,0,0,0,0,Germany
437,1976,Master,Divorced,75012,0,0,1/25/2014,41,294.00,142.00,218.00,164.00,58.00,151.00,1,3,8,11,1,0,0,0,0,0,0,0,Australia
9265,1953,Graduation,Married,75027,0,1,1/9/2013,74,925.00,64.00,179.00,133.00,12.00,77.00,2,9,4,6,5,0,0,0,0,0,0,0,Saudi Arabia
257,1959,PhD,Married,75032,0,1,4/28/2013,74,952.00,12.00,180.00,47.00,12.00,12.00,2,5,4,9,3,0,0,0,0,0,0,0,Spain
3523,1962,Graduation,Together,75072,0,1,1/23/2013,83,583.00,34.00,309.00,0.00,22.00,125.00,2,5,4,8,3,0,0,0,0,0,0,0,Spain
4654,1992,Graduation,Together,75114,0,0,11/7/2013,40,571.00,12.00,523.00,63.00,60.00,24.00,1,3,10,5,2,0,0,0,0,0,0,0,Saudi Arabia
4508,1952,Graduation,Single,75127,0,0,5/22/2014,92,203.00,35.00,305.00,46.00,17.00,227.00,1,2,11,5,1,0,0,0,0,0,0,0,Germany
4843,1952,Graduation,Single,75127,0,0,5/22/2014,92,203.00,35.00,305.00,46.00,17.00,227.00,1,2,11,5,1,0,0,0,0,0,0,0,Saudi Arabia
2674,1958,Master,Single,75154,0,1,9/4/2012,79,543.00,10.00,205.00,160.00,143.00,82.00,1,6,3,6,3,0,0,0,0,0,1,0,USA
6694,1964,Graduation,Married,75236,0,1,11/25/2013,27,438.00,66.00,400.00,12.00,38.00,114.00,1,8,3,13,4,0,0,0,0,0,0,0,Spain
1859,1972,Master,Married,75251,0,0,8/27/2012,34,721.00,111.00,925.00,97.00,18.00,18.00,1,7,6,5,5,0,0,0,0,0,1,0,Germany
7999,1955,PhD,Together,75261,0,0,4/23/2013,17,1239.00,17.00,413.00,23.00,34.00,17.00,1,5,6,5,2,0,1,1,0,0,1,0,Spain
9999,1965,Graduation,Together,75276,0,0,9/27/2012,2,610.00,105.00,125.00,137.00,42.00,21.00,1,9,4,9,5,0,0,0,0,0,0,0,Spain
10983,1952,Graduation,Together,75278,0,0,1/29/2013,17,304.00,98.00,230.00,150.00,74.00,74.00,1,6,3,13,3,0,0,0,0,0,0,0,Saudi Arabia
1081,1957,PhD,Married,75283,1,2,3/27/2013,26,733.00,9.00,180.00,12.00,19.00,66.00,11,6,3,5,4,0,0,0,0,0,0,0,Saudi Arabia
4390,1954,Graduation,Together,75315,0,1,4/15/2014,14,459.00,15.00,171.00,142.00,23.00,31.00,2,5,4,12,2,0,0,0,0,0,0,0,Saudi Arabia
4786,1977,Graduation,Married,75330,1,1,10/4/2012,94,555.00,82.00,257.00,93.00,61.00,61.00,4,10,3,12,6,0,0,0,0,0,0,0,USA
2499,1958,2n Cycle,Single,75342,0,1,5/6/2013,38,204.00,97.00,97.00,21.00,118.00,26.00,1,5,2,10,4,0,0,0,0,0,0,0,Spain
6072,1970,Master,Single,75345,0,0,2/2/2013,16,918.00,57.00,842.00,99.00,38.00,133.00,1,5,8,6,3,0,0,0,1,0,1,0,Spain
8746,1989,Graduation,Married,75433,1,0,4/5/2014,28,800.00,0.00,297.00,0.00,34.00,57.00,2,2,5,10,6,0,1,0,1,0,0,0,Spain
8492,1978,Graduation,Together,75437,0,0,11/9/2013,25,795.00,0.00,545.00,95.00,58.00,0.00,1,8,4,10,6,0,0,0,1,0,0,0,Spain
8370,1976,2n Cycle,Together,75484,0,1,8/2/2012,50,378.00,97.00,259.00,197.00,194.00,34.00,2,7,3,6,4,0,0,0,0,0,0,0,Canada
7723,1979,Graduation,Together,75507,0,0,5/2/2014,56,709.00,93.00,374.00,104.00,80.00,80.00,1,8,6,6,3,0,0,0,0,0,0,0,Germany
2963,1979,Graduation,Together,75507,0,0,5/2/2014,56,709.00,93.00,374.00,104.00,80.00,80.00,1,8,6,6,3,0,0,0,0,0,0,0,Australia
7381,1968,Graduation,Divorced,75693,0,0,12/6/2012,10,797.00,153.00,293.00,72.00,97.00,30.00,1,11,4,6,4,0,1,1,1,0,1,0,Spain
10992,1967,Graduation,Together,75702,1,1,8/29/2012,77,650.00,28.00,353.00,45.00,42.00,30.00,5,4,6,11,8,0,0,0,0,0,0,0,Saudi Arabia
6977,1974,Graduation,Together,75702,0,1,10/14/2012,87,1073.00,0.00,629.00,145.00,37.00,37.00,1,10,5,13,6,0,0,1,0,0,0,0,Spain
4580,1969,Graduation,Married,75759,0,0,10/25/2013,46,1394.00,22.00,708.00,89.00,91.00,182.00,1,9,7,9,5,1,0,1,1,0,1,0,Saudi Arabia
3091,1981,2n Cycle,Together,75774,1,0,5/2/2014,27,340.00,21.00,134.00,258.00,14.00,56.00,1,7,5,8,4,0,0,0,0,0,0,0,Saudi Arabia
762,1981,2n Cycle,Together,75774,1,0,5/2/2014,27,340.00,21.00,134.00,258.00,14.00,56.00,1,7,5,8,4,0,0,0,0,0,0,0,Spain
6853,1982,Master,Single,75777,0,0,7/4/2013,12,712.00,26.00,538.00,69.00,13.00,80.00,1,3,6,11,1,0,1,1,0,0,1,0,Australia
7366,1982,Master,Single,75777,0,0,7/4/2013,12,712.00,26.00,538.00,69.00,13.00,80.00,1,3,6,11,1,0,1,1,0,0,1,0,India
2612,1987,Graduation,Married,75794,0,0,12/24/2013,33,754.00,160.00,625.00,63.00,32.00,48.00,1,7,5,12,3,0,0,0,1,0,0,0,Saudi Arabia
7503,1976,Graduation,Single,75825,0,0,10/12/2012,40,1032.00,105.00,779.00,137.00,105.00,51.00,0,5,8,9,4,1,0,0,0,0,1,0,Germany
7106,1943,PhD,Married,75865,0,0,3/31/2014,73,483.00,0.00,591.00,156.00,0.00,12.00,1,3,5,10,1,0,0,0,0,0,0,0,Spain
6200,1951,Graduation,Married,75903,0,1,4/8/2013,50,340.00,108.00,185.00,130.00,38.00,100.00,2,6,6,9,3,0,0,0,0,0,0,0,Spain
10424,1968,Graduation,Single,75922,0,0,12/9/2013,60,265.00,138.00,553.00,224.00,23.00,92.00,1,4,4,9,1,0,0,0,0,0,0,0,Saudi Arabia
10965,1955,Graduation,Together,76005,0,0,2/22/2013,72,983.00,20.00,389.00,240.00,50.00,40.00,1,3,5,13,6,0,0,0,1,0,0,0,Spain
146,1960,PhD,Single,76045,0,0,11/15/2013,78,760.00,53.00,400.00,17.00,93.00,0.00,1,4,5,11,2,0,0,0,1,0,0,0,Spain
3422,1975,Graduation,Married,76068,0,1,11/29/2012,67,1115.00,12.00,128.00,33.00,12.00,76.00,1,2,3,4,6,0,1,0,0,1,0,0,Germany
4998,1962,Graduation,Together,76081,0,0,5/23/2014,85,292.00,30.00,415.00,63.00,33.00,200.00,1,4,5,4,2,0,0,0,1,0,0,0,Spain
7321,1962,Graduation,Together,76081,0,0,5/23/2014,85,292.00,30.00,415.00,63.00,33.00,200.00,1,4,5,4,2,0,0,0,1,0,0,0,India
4149,1948,PhD,Together,76140,0,0,5/13/2014,57,586.00,66.00,653.00,17.00,0.00,26.00,1,5,9,6,2,0,0,0,0,0,0,0,Spain
2666,1972,Master,Married,76234,0,1,2/6/2014,21,519.00,50.00,167.00,130.00,0.00,41.00,1,8,3,11,3,0,1,0,0,0,0,0,Canada
2591,1959,Graduation,Widow,76320,0,1,6/22/2014,49,526.00,35.00,214.00,69.00,53.00,35.00,2,6,3,4,2,0,0,0,0,0,0,0,USA
9493,1980,PhD,Single,76412,0,0,5/5/2013,15,840.00,53.00,804.00,23.00,71.00,17.00,1,5,4,8,3,0,0,1,1,0,1,0,Canada
7022,1971,Graduation,Married,76445,1,0,9/28/2012,2,739.00,107.00,309.00,140.00,80.00,35.00,1,2,5,13,6,0,0,0,0,0,0,0,Saudi Arabia
3507,1970,Graduation,Single,76467,1,0,8/17/2012,44,676.00,161.00,426.00,210.00,44.00,58.00,2,2,5,5,6,0,0,0,0,0,1,0,USA
10858,1975,Graduation,Together,76532,1,1,9/9/2013,38,355.00,30.00,177.00,90.00,138.00,30.00,4,9,5,7,5,0,0,0,0,0,0,0,Spain
10590,1956,PhD,Together,76542,0,0,3/30/2013,91,794.00,73.00,573.00,0.00,29.00,14.00,1,4,8,10,2,0,0,0,0,0,0,0,Spain
10479,1975,PhD,Married,76618,0,0,12/7/2012,64,749.00,40.00,294.00,121.00,160.00,147.00,1,3,2,5,1,0,0,0,0,0,0,0,Australia
4138,1962,Graduation,Single,76624,0,1,5/24/2014,68,411.00,106.00,147.00,54.00,115.00,66.00,1,5,10,7,1,1,0,0,0,0,0,0,Spain
10925,1983,Graduation,Married,76630,0,0,1/14/2014,93,255.00,31.00,446.00,40.00,56.00,175.00,1,3,10,11,1,0,0,0,0,0,0,0,Saudi Arabia
2147,1969,Graduation,Together,76653,0,0,8/16/2013,91,736.00,63.00,946.00,219.00,189.00,126.00,1,4,7,11,2,0,0,1,1,0,0,0,Spain
375,1954,Graduation,Divorced,76773,0,0,2/25/2013,79,516.00,56.00,449.00,86.00,33.00,16.00,1,2,2,11,1,0,0,0,0,0,0,0,Spain
7725,1965,2n Cycle,Married,76800,0,0,3/8/2014,33,173.00,26.00,255.00,35.00,71.00,81.00,1,4,4,7,1,0,0,0,0,0,0,0,India
6428,1950,PhD,Widow,76842,0,0,5/3/2014,37,605.00,10.00,345.00,84.00,54.00,32.00,1,1,8,7,0,0,0,0,0,0,0,0,Spain
6931,1967,Graduation,Divorced,76982,0,0,2/15/2014,19,464.00,151.00,292.00,65.00,60.00,30.00,1,8,3,4,4,0,0,1,0,0,1,0,Spain
6565,1949,Master,Married,76995,0,1,3/28/2013,91,1012.00,80.00,498.00,0.00,16.00,176.00,2,11,4,9,5,0,0,0,1,0,0,0,USA
9743,1955,Graduation,Married,76998,0,1,1/11/2013,85,1449.00,89.00,161.00,69.00,35.00,107.00,2,11,8,8,6,0,0,1,0,0,0,0,Canada
7861,1952,Master,Married,77027,0,1,2/5/2014,23,820.00,57.00,242.00,45.00,0.00,11.00,2,8,3,6,4,0,0,0,0,0,0,0,Spain
4002,1960,PhD,Married,77037,0,1,10/13/2013,3,463.00,96.00,333.00,168.00,53.00,10.00,1,7,7,12,3,0,0,0,0,0,0,0,Spain
2324,1972,Graduation,Together,77044,0,1,10/27/2013,12,625.00,38.00,242.00,50.00,34.00,76.00,2,7,11,11,4,1,0,0,0,0,0,0,Spain
10486,1948,Graduation,Married,77142,0,0,5/29/2013,54,476.00,75.00,162.00,29.00,151.00,97.00,1,4,4,8,2,0,0,0,0,0,0,0,Spain
3595,1963,Graduation,Together,77226,0,1,2/28/2014,29,631.00,43.00,239.00,128.00,76.00,21.00,2,6,8,12,3,0,0,0,0,0,0,0,Spain
1627,1957,2n Cycle,Divorced,77297,0,0,1/26/2013,84,408.00,61.00,109.00,48.00,122.00,41.00,1,5,7,9,4,0,0,0,1,0,0,0,Spain
5077,1979,Graduation,Together,77298,0,1,11/2/2013,46,425.00,115.00,292.00,23.00,35.00,79.00,1,6,6,11,3,0,0,0,0,0,0,0,Canada
6173,1979,Graduation,Together,77298,0,1,11/2/2013,46,425.00,115.00,292.00,23.00,35.00,79.00,1,6,6,11,3,0,0,0,0,0,0,0,Spain
6652,1965,Graduation,Married,77343,0,0,6/9/2014,28,227.00,151.00,573.00,98.00,54.00,31.00,1,3,4,9,1,0,0,0,0,0,0,0,Canada
3197,1980,Graduation,Married,77353,0,1,12/16/2013,38,275.00,59.00,107.00,69.00,101.00,59.00,2,6,4,8,4,0,0,0,0,0,0,0,Spain
11051,1956,PhD,Together,77376,1,1,5/10/2014,72,492.00,19.00,110.00,16.00,12.00,12.00,4,6,3,10,4,0,0,0,0,0,0,0,Canada
9206,1968,Graduation,Together,77382,0,1,1/7/2014,36,491.00,48.00,231.00,112.00,105.00,134.00,2,5,7,12,1,0,0,1,0,0,0,0,Spain
5796,1963,Graduation,Married,77437,0,0,11/26/2013,70,560.00,21.00,442.00,29.00,44.00,29.00,1,4,5,13,1,0,0,1,0,0,0,0,Spain
6963,1947,Graduation,Single,77457,0,0,3/5/2014,85,675.00,11.00,400.00,15.00,45.00,11.00,1,2,5,10,1,0,0,1,0,0,0,0,Saudi Arabia
7832,1959,Master,Married,77520,0,1,8/28/2013,30,940.00,44.00,396.00,0.00,88.00,58.00,1,8,7,7,4,1,0,1,1,0,1,0,Spain
5236,1979,Graduation,Together,77568,0,1,8/25/2012,30,1230.00,0.00,396.00,232.00,178.00,158.00,1,10,2,8,5,0,1,1,1,0,0,0,Spain
2008,1978,Graduation,Married,77583,0,0,2/10/2014,93,372.00,23.00,384.00,250.00,12.00,108.00,1,4,5,9,2,0,0,0,1,0,0,0,Saudi Arabia
4994,1943,Master,Single,77598,0,0,10/1/2013,53,1193.00,33.00,281.00,129.00,66.00,33.00,1,7,5,13,3,0,0,1,0,0,0,0,Spain
7899,1952,PhD,Married,77610,0,1,10/29/2012,70,1245.00,33.00,332.00,21.00,33.00,16.00,2,4,7,4,7,0,0,0,0,0,0,0,Australia
4785,1970,PhD,Together,77622,0,2,4/14/2014,3,520.00,7.00,154.00,19.00,0.00,14.00,2,6,3,11,3,0,0,0,0,0,0,0,Saudi Arabia
1173,1947,Master,Together,77632,0,0,3/10/2013,73,1200.00,105.00,758.00,0.00,42.00,147.00,1,4,2,6,2,0,1,1,0,0,1,0,Spain
5153,1967,PhD,Married,77766,0,1,2/22/2013,97,1004.00,59.00,265.00,115.00,59.00,27.00,2,11,10,11,6,1,0,0,0,0,1,0,Spain
4127,1967,PhD,Married,77766,0,1,2/22/2013,97,1004.00,59.00,265.00,115.00,59.00,27.00,2,11,10,11,6,1,0,0,0,0,1,0,Spain
10767,1989,PhD,Together,77845,0,0,5/16/2014,40,760.00,40.00,480.00,0.00,40.00,26.00,1,3,5,12,1,0,0,1,1,0,0,0,USA
4322,1958,PhD,Together,77863,0,0,11/27/2013,20,881.00,38.00,319.00,16.00,25.00,12.00,1,4,5,10,2,0,0,0,0,0,0,0,Spain
5831,1967,Graduation,Married,77870,0,1,8/22/2012,93,1017.00,50.00,500.00,65.00,50.00,133.00,3,5,5,5,8,0,1,0,1,0,1,0,Spain
7828,1981,Master,Together,77882,0,0,4/30/2014,29,68.00,129.00,396.00,188.00,22.00,15.00,1,3,3,5,1,0,0,0,0,0,0,0,Saudi Arabia
6521,1954,Graduation,Together,77972,0,0,3/18/2014,18,613.00,22.00,319.00,33.00,102.00,12.00,1,4,6,9,1,0,0,0,0,0,0,0,Saudi Arabia
5883,1972,Graduation,Married,77981,1,0,5/26/2013,78,138.00,120.00,204.00,16.00,126.00,60.00,3,7,4,7,5,0,0,0,0,0,0,0,Spain
10473,1956,PhD,Widow,78028,0,1,9/10/2012,38,158.00,19.00,288.00,25.00,0.00,38.00,1,6,4,9,7,0,1,1,0,0,1,0,Spain
8204,1971,2n Cycle,Married,78041,0,0,12/16/2012,93,482.00,35.00,553.00,72.00,160.00,17.00,1,4,4,9,2,0,0,0,0,0,0,0,Germany
5545,1972,PhD,Married,78075,0,0,4/5/2014,72,572.00,8.00,259.00,34.00,35.00,80.00,1,3,5,5,1,0,0,0,0,0,0,0,Spain
9952,1947,Master,Together,78093,0,0,12/11/2013,53,368.00,32.00,639.00,13.00,43.00,10.00,1,4,7,5,1,0,0,0,0,0,0,0,Saudi Arabia
2909,1974,PhD,Married,78128,0,1,2/19/2014,89,934.00,24.00,230.00,16.00,24.00,36.00,2,8,4,6,3,0,1,1,0,0,0,0,Germany
6406,1988,Master,Married,78285,0,0,10/28/2013,13,647.00,107.00,391.00,175.00,67.00,40.00,1,6,4,10,3,0,0,0,0,0,0,0,Germany
5046,1958,Graduation,Divorced,78331,0,1,1/23/2014,97,756.00,138.00,354.00,160.00,169.00,61.00,2,10,6,7,4,0,0,0,0,0,0,0,Saudi Arabia
5989,1959,2n Cycle,Divorced,78353,0,1,4/16/2013,51,752.00,122.00,476.00,39.00,153.00,34.00,1,10,2,11,8,0,0,0,0,0,0,0,Canada
5302,1986,Graduation,Together,78394,0,0,2/15/2013,13,298.00,27.00,697.00,216.00,24.00,166.00,1,4,6,5,2,0,0,0,0,0,1,0,Spain
2831,1976,Graduation,Together,78416,0,1,6/27/2014,99,453.00,38.00,279.00,188.00,38.00,183.00,2,7,7,10,3,0,0,0,0,0,0,0,Spain
7053,1966,PhD,Single,78420,0,0,6/29/2013,75,604.00,28.00,674.00,91.00,28.00,28.00,1,3,10,8,1,0,0,0,0,0,0,0,Saudi Arabia
4530,1948,Master,Widow,78427,0,0,10/24/2012,36,972.00,19.00,595.00,180.00,26.00,138.00,3,3,7,10,3,0,0,0,1,0,1,0,Germany
1277,1960,Graduation,Together,78468,0,0,4/9/2014,29,434.00,22.00,388.00,104.00,22.00,34.00,1,10,7,10,4,0,0,0,1,0,0,0,USA
4646,1951,2n Cycle,Married,78497,0,0,12/1/2013,44,207.00,26.00,447.00,75.00,0.00,223.00,1,5,7,12,2,0,0,0,1,0,0,0,Canada
6935,1951,2n Cycle,Married,78497,0,0,12/1/2013,44,207.00,26.00,447.00,75.00,0.00,223.00,1,5,7,12,2,0,0,0,1,0,0,0,India
9790,1957,Graduation,Single,78499,0,0,11/23/2013,12,912.00,72.00,170.00,47.00,36.00,97.00,1,11,3,4,4,0,0,1,0,0,1,0,Canada
1577,1946,Graduation,Married,78569,0,0,2/19/2014,14,558.00,79.00,622.00,207.00,175.00,95.00,1,4,6,4,1,0,0,1,0,0,1,0,Spain
590,1970,Master,Divorced,78579,0,0,12/22/2012,35,816.00,66.00,549.00,216.00,66.00,99.00,1,5,6,4,3,0,0,0,0,0,1,0,Spain
7274,1957,Graduation,Married,78618,0,0,9/28/2012,87,736.00,163.00,818.00,212.00,163.00,61.00,1,4,7,10,2,0,1,0,0,0,0,0,Spain
11088,1971,PhD,Together,78642,0,1,4/21/2013,83,1396.00,0.00,322.00,46.00,35.00,17.00,1,4,9,4,6,0,0,0,0,0,0,0,Spain
3698,1983,Graduation,Together,78687,0,0,8/9/2012,13,817.00,185.00,687.00,145.00,55.00,241.00,1,4,6,8,2,0,0,1,0,0,1,0,Spain
4679,1977,Master,Married,78710,0,1,5/23/2014,42,721.00,0.00,152.00,119.00,50.00,50.00,3,7,6,12,4,0,0,0,0,0,0,0,Spain
1891,1980,Master,Divorced,78789,0,0,8/8/2012,12,667.00,50.00,850.00,21.00,83.00,83.00,1,4,6,5,2,0,0,0,0,0,1,0,Spain
2426,1964,PhD,Divorced,78825,0,0,9/14/2012,35,483.00,74.00,114.00,169.00,37.00,18.00,1,5,10,13,3,0,0,0,0,0,1,0,Spain
9977,1973,Graduation,Divorced,78901,0,1,9/17/2013,99,321.00,11.00,309.00,33.00,26.00,34.00,3,9,3,5,4,0,0,0,0,0,0,0,USA
3967,1971,PhD,Married,78931,0,0,10/25/2013,19,331.00,197.00,170.00,58.00,152.00,35.00,1,2,8,13,1,0,0,0,0,0,0,0,Canada
1915,1951,PhD,Married,78939,0,0,12/12/2013,57,794.00,115.00,243.00,150.00,0.00,205.00,1,8,5,6,3,0,0,0,0,0,0,0,Germany
3403,1958,PhD,Together,78952,0,1,9/24/2012,11,1170.00,19.00,594.00,99.00,76.00,134.00,2,2,5,12,6,0,0,0,0,0,0,0,Spain
4114,1964,Master,Married,79143,0,0,8/11/2012,2,650.00,37.00,780.00,27.00,167.00,32.00,1,6,9,13,3,0,0,0,0,0,0,0,Australia
6887,1967,Graduation,Single,79146,1,1,4/24/2014,33,245.00,16.00,223.00,21.00,43.00,16.00,2,8,1,8,6,0,0,0,0,0,0,0,Germany
7500,1967,Graduation,Single,79146,1,1,4/24/2014,33,245.00,16.00,223.00,21.00,43.00,16.00,2,8,1,8,6,0,0,0,0,0,0,0,Spain
1772,1975,PhD,Married,79174,0,0,1/11/2013,2,1074.00,37.00,518.00,193.00,92.00,129.00,1,5,6,7,2,0,0,1,1,0,1,0,Canada
4122,1975,Graduation,Married,79205,0,0,8/29/2012,73,504.00,23.00,117.00,179.00,28.00,44.00,1,6,5,4,4,0,0,0,1,0,1,0,Spain
7734,1993,Graduation,Absurd,79244,0,0,12/19/2012,58,471.00,102.00,125.00,212.00,61.00,245.00,1,4,10,7,1,0,0,1,1,0,1,0,Australia
7959,1961,Graduation,Married,79410,0,0,5/29/2014,19,658.00,80.00,483.00,123.00,13.00,13.00,1,3,2,5,1,0,0,0,0,0,0,0,Spain
2939,1970,Master,Together,79419,0,0,6/22/2014,96,751.00,127.00,687.00,20.00,15.00,31.00,1,4,6,4,2,0,0,0,0,0,0,0,Canada
8707,1956,Graduation,Married,79456,0,0,8/22/2012,12,565.00,42.00,548.00,64.00,83.00,99.00,1,5,6,4,3,0,0,0,0,0,1,0,Spain
9264,1986,Graduation,Married,79529,0,0,4/27/2014,1,423.00,42.00,706.00,73.00,197.00,197.00,1,4,8,9,2,0,0,0,0,0,0,0,Canada
5125,1960,Graduation,Married,79530,0,0,5/17/2013,64,333.00,0.00,815.00,129.00,42.00,29.00,1,4,10,11,2,0,0,0,0,0,0,0,Spain
8504,1973,Graduation,Married,79593,0,0,5/12/2014,70,350.00,60.00,568.00,110.00,133.00,145.00,1,5,6,7,2,0,0,1,0,0,0,0,Germany
1020,1973,Graduation,Married,79593,0,0,5/12/2014,70,350.00,60.00,568.00,110.00,133.00,145.00,1,5,6,7,2,0,0,1,0,0,0,0,Spain
11071,1984,Graduation,Single,79607,0,0,4/21/2013,37,450.00,133.00,951.00,173.00,0.00,216.00,1,3,6,6,1,0,0,0,0,0,1,0,Canada
5303,1974,PhD,Together,79632,0,0,4/8/2014,42,471.00,0.00,510.00,99.00,21.00,12.00,1,6,4,9,2,0,0,0,0,0,0,0,Saudi Arabia
9305,1976,2n Cycle,Single,79689,0,0,5/12/2013,65,311.00,26.00,640.00,180.00,37.00,121.00,1,4,9,13,2,0,0,0,0,0,0,0,Spain
8093,1969,Master,Married,79734,0,0,6/28/2014,72,572.00,8.00,232.00,23.00,62.00,17.00,1,4,3,6,1,0,0,0,1,0,0,0,Spain
9449,1958,PhD,Single,79761,0,1,10/4/2013,32,415.00,5.00,124.00,15.00,35.00,11.00,1,5,2,11,3,0,0,0,0,0,0,0,Saudi Arabia
9058,1955,Graduation,Widow,79800,0,0,9/23/2012,65,1060.00,21.00,530.00,32.00,0.00,224.00,1,5,11,5,3,1,0,1,1,0,1,0,Spain
4790,1958,Graduation,Divorced,79803,0,1,6/2/2014,54,574.00,8.00,216.00,21.00,16.00,33.00,1,4,3,5,1,0,0,0,0,0,0,0,Spain
6343,1959,Graduation,Married,79823,0,1,3/31/2014,6,835.00,73.00,380.00,114.00,73.00,43.00,1,6,9,7,2,0,1,0,0,0,0,0,Australia
4828,1954,Graduation,Divorced,79865,0,1,6/18/2014,12,71.00,99.00,278.00,185.00,121.00,38.00,1,5,10,5,1,0,0,0,0,0,0,0,Saudi Arabia
8314,1982,Graduation,Married,79908,0,0,4/5/2013,30,557.00,129.00,761.00,29.00,185.00,111.00,1,5,6,7,2,0,0,1,0,0,0,0,Spain
460,1972,PhD,Married,79930,0,0,8/8/2012,72,792.00,86.00,740.00,67.00,51.00,17.00,1,3,5,8,2,0,0,0,0,0,0,0,Saudi Arabia
1371,1976,Graduation,Single,79941,0,0,6/28/2014,72,123.00,164.00,266.00,227.00,30.00,174.00,1,2,4,9,1,0,0,0,0,0,0,0,Australia
10102,1966,Graduation,Widow,79946,0,0,5/12/2014,19,395.00,183.00,565.00,166.00,141.00,28.00,1,5,11,5,3,0,0,0,0,0,0,0,Saudi Arabia
8601,1980,Graduation,Married,80011,0,1,4/29/2013,3,421.00,76.00,536.00,82.00,178.00,102.00,2,8,6,5,4,0,0,0,0,0,0,0,Australia
9938,1954,Graduation,Married,80067,0,0,9/19/2013,82,519.00,17.00,813.00,27.00,173.00,51.00,1,4,6,6,2,0,0,1,0,0,0,0,India
1225,1963,Graduation,Married,80124,0,0,6/26/2014,47,483.00,84.00,398.00,205.00,84.00,241.00,1,3,7,8,1,1,0,0,0,0,0,0,Saudi Arabia
7059,1963,Graduation,Married,80124,0,0,6/26/2014,47,483.00,84.00,398.00,205.00,84.00,241.00,1,3,7,8,1,1,0,0,0,0,0,0,Spain
5067,1994,Graduation,Together,80134,0,0,2/14/2014,11,966.00,26.00,282.00,52.00,26.00,26.00,1,2,7,11,5,0,1,1,1,1,0,0,Spain
2176,1972,Graduation,Married,80134,1,0,5/20/2013,40,1218.00,16.00,272.00,104.00,0.00,80.00,2,5,3,6,6,0,1,1,1,0,1,0,Saudi Arabia
9121,1972,Graduation,Married,80134,1,0,5/20/2013,40,1218.00,16.00,272.00,104.00,0.00,80.00,2,5,3,6,6,0,1,1,1,0,1,0,Australia
3690,1986,Master,Married,80141,0,0,1/11/2013,20,1184.00,102.00,673.00,52.00,40.00,40.00,1,7,4,10,6,0,0,1,0,0,1,0,Spain
7428,1975,Graduation,Together,80144,0,0,9/30/2013,47,240.00,132.00,445.00,250.00,192.00,108.00,1,3,7,8,1,0,0,0,0,0,0,0,Australia
3711,1944,Master,Married,80184,0,0,3/1/2014,19,1035.00,134.00,670.00,25.00,38.00,0.00,1,6,3,10,3,0,0,1,1,0,0,0,Spain
2730,1955,Graduation,Single,80317,0,0,8/20/2013,64,536.00,11.00,387.00,149.00,91.00,57.00,1,3,4,10,1,0,0,0,0,0,0,0,Canada
7849,1970,PhD,Married,80336,0,0,9/9/2013,12,209.00,19.00,456.00,160.00,142.00,66.00,1,2,9,13,1,0,0,0,0,0,0,0,Spain
737,1949,PhD,Married,80360,0,0,3/3/2013,56,1493.00,86.00,454.00,112.00,43.00,43.00,2,4,4,5,2,0,1,1,1,0,0,0,Spain
6086,1955,Graduation,Married,80395,0,0,11/23/2013,62,445.00,25.00,706.00,80.00,76.00,48.00,1,6,5,12,2,0,0,0,1,0,0,0,Australia
7396,1966,Graduation,Married,80398,0,0,11/10/2012,92,342.00,51.00,936.00,207.00,35.00,26.00,1,5,8,12,3,0,0,1,0,0,0,0,Spain
8717,1975,PhD,Married,80427,0,1,9/12/2012,56,1149.00,71.00,449.00,69.00,71.00,26.00,1,11,8,8,5,0,0,0,0,0,0,0,India
9209,1971,Master,Together,80573,0,0,10/14/2012,85,829.00,138.00,430.00,60.00,92.00,15.00,1,4,6,13,2,0,0,0,0,0,0,0,Saudi Arabia
6417,1971,Master,Together,80573,0,0,10/14/2012,85,829.00,138.00,430.00,60.00,92.00,15.00,1,4,6,13,2,0,0,0,0,0,0,0,Spain
4310,1944,Graduation,Married,80589,0,0,1/22/2014,25,507.00,93.00,520.00,242.00,40.00,26.00,1,5,10,5,1,0,0,0,1,0,1,0,Australia
3661,1995,2n Cycle,Single,80617,0,0,10/12/2012,42,594.00,51.00,631.00,72.00,55.00,32.00,1,4,6,8,2,0,0,0,0,0,0,0,India
6905,1994,Graduation,Together,80685,0,0,8/22/2012,55,241.00,45.00,604.00,34.00,26.00,54.00,1,6,4,10,2,0,0,0,0,0,0,0,Spain
